Date,Open,High,Low,Adj Close
2018-01-02 00:00:00-05:00,41.703834533691406,42.39964294433594,41.587867736816406,32.6776123046875
2018-01-03 00:00:00-05:00,42.51560974121094,42.640499114990234,42.17662811279297,32.80826187133789
2018-01-04 00:00:00-05:00,42.77430725097656,42.89919662475586,42.57805633544922,32.87015151977539
2018-01-05 00:00:00-05:00,42.69402313232422,42.952720642089844,42.47993087768555,33.10395812988281
2018-01-08 00:00:00-05:00,43.27386474609375,43.3452262878418,43.131134033203125,33.35151290893555
2018-01-09 00:00:00-05:00,43.53255844116211,43.871543884277344,43.39875030517578,33.58531188964844
2018-01-10 00:00:00-05:00,43.63960647583008,43.764495849609375,43.470115661621094,33.6059455871582
2018-01-11 00:00:00-05:00,44.00535202026367,44.43354034423828,43.942909240722656,34.15607833862305
2018-01-12 00:00:00-05:00,44.72792053222656,45.307762145996094,44.65655517578125,34.85749053955078
2018-01-16 00:00:00-05:00,44.46922302246094,44.861732482910156,43.7823371887207,33.83974838256836
2018-01-17 00:00:00-05:00,44.174842834472656,44.460304260253906,43.880462646484375,33.9979133605957
2018-01-18 00:00:00-05:00,44.03211212158203,44.22836685180664,43.63960647583008,33.922271728515625
2018-01-19 00:00:00-05:00,44.30865478515625,44.52274703979492,44.165924072265625,34.14231872558594
2018-01-22 00:00:00-05:00,44.03211212158203,44.1480827331543,43.853702545166016,33.9979133605957
2018-01-23 00:00:00-05:00,43.63068771362305,43.70205307006836,43.14897537231445,33.52342224121094
2018-01-24 00:00:00-05:00,44.174842834472656,44.40678024291992,43.88938522338867,34.149200439453125
2018-01-25 00:00:00-05:00,44.603031158447266,44.74576187133789,43.57716369628906,33.63344955444336
2018-01-26 00:00:00-05:00,44.1480827331543,44.62979507446289,44.03211212158203,34.38299560546875
2018-01-29 00:00:00-05:00,44.83496856689453,44.85280990600586,44.04995346069336,34.025421142578125
2018-01-30 00:00:00-05:00,43.987510681152344,44.01427459716797,43.48795700073242,33.63344955444336
2018-01-31 00:00:00-05:00,43.80017852783203,44.00535202026367,43.443355560302734,33.7090950012207
2018-02-01 00:00:00-05:00,43.49687957763672,44.04995346069336,43.470115661621094,33.90851974487305
2018-02-02 00:00:00-05:00,43.59500503540039,43.61284637451172,42.57805633544922,32.890777587890625
2018-02-05 00:00:00-05:00,42.72078323364258,43.28278350830078,41.30241012573242,31.955562591552734
2018-02-06 00:00:00-05:00,41.12399673461914,42.78322982788086,41.0437126159668,32.822017669677734
2018-02-07 00:00:00-05:00,41.784122467041016,42.14094543457031,41.21320343017578,31.907426834106445
2018-02-08 00:00:00-05:00,41.177520751953125,41.266727447509766,39.90187454223633,30.779661178588867
2018-02-09 00:00:00-05:00,40.49955368041992,41.0347900390625,39.313114166259766,31.467323303222656
2018-02-12 00:00:00-05:00,41.01694869995117,41.85548782348633,41.00802993774414,32.182491302490234
2018-02-13 00:00:00-05:00,41.810882568359375,42.738624572753906,41.73059844970703,32.828895568847656
2018-02-14 00:00:00-05:00,42.007137298583984,44.29081344604492,41.9446907043457,33.88788604736328
2018-02-15 00:00:00-05:00,44.504905700683594,44.63871383666992,43.86262130737305,34.321109771728516
2018-02-16 00:00:00-05:00,43.93398666381836,44.21944808959961,43.1043701171875,33.48217010498047
2018-02-20 00:00:00-05:00,41.90901184082031,42.016056060791016,41.34701156616211,32.01057434082031
2018-02-21 00:00:00-05:00,41.57894515991211,42.301517486572266,41.284568786621094,31.955562591552734
2018-02-22 00:00:00-05:00,41.900089263916016,43.14897537231445,41.900089263916016,32.73261642456055
2018-02-23 00:00:00-05:00,42.738624572753906,43.08652877807617,42.60481643676758,33.21398162841797
2018-02-26 00:00:00-05:00,43.470115661621094,43.71989440917969,43.050846099853516,33.599063873291016
2018-02-27 00:00:00-05:00,43.28278350830078,43.28278350830078,42.38180160522461,32.863277435302734
2018-02-28 00:00:00-05:00,42.033897399902344,42.221229553222656,41.46297836303711,31.976192474365234
2018-03-01 00:00:00-05:00,40.93666458129883,41.35593032836914,40.40142822265625,31.439817428588867
2018-03-02 00:00:00-05:00,40.30330276489258,40.58876037597656,39.72346115112305,31.240400314331055
2018-03-05 00:00:00-05:00,40.231937408447266,40.82961654663086,40.0,31.426063537597656
2018-03-06 00:00:00-05:00,41.587867736816406,41.989295959472656,41.45405960083008,32.09309768676758
2018-03-07 00:00:00-05:00,40.96342468261719,41.293487548828125,40.2408561706543,31.5635929107666
2018-03-08 00:00:00-05:00,39.89295196533203,39.90187454223633,39.429080963134766,31.493141174316406
